YEAR,TEAM,TEAM_short,Payroll,Salary Cap,Ovr_salary_cap,Age_avg,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attend.,Attend./G,Champ,Champ_cum,Champ_cum_local,MVP,MVP_cum,All_star,All_NBA,Gs_H,TOTAL_H,AVG_H,Gs_A,AVG_A,TOTAL_overall,AVG_overall,TOTAL_H_YOY,AVG_H_YOY,AVG_A_YOY,TOTAL_overall_YOY,AVG_overall_YOY2
2013,Memphis Grizzlies,Grizzlies,66557496,58044000,1,27,56,26,54,28,4.15,0.18,4.32,104.9,100.3,4.6,88.4,0.261,0.166,0.514,0.472,13.3,31,0.202,0.475,15.2,74.3,0.209,FedEx Forum,681613,16625,0,0,0,0,0,0,0,41,681613,16624,41,17194,1386538,16909,31.52,5.86,0.74,28.21,3.19
2013,Miami Heat,Heat,54421935,58044000,0,30.3,66,16,62,20,7.87,-0.84,7.03,112.3,103.7,8.6,90.7,0.297,0.285,0.588,0.552,13.7,22.2,0.224,0.487,14.8,73,0.2,AmericanAirlines Arena,819290,19983,1,3,3,1,2,3,2,41,819290,19982,41,19090,1601952,19536,24.54,0.24,-1.59,23.41,-0.67
2013,Milwaukee Bucks,Bucks,66697839,58044000,1,26.4,38,44,37,45,-1.5,-0.33,-1.83,103.6,105.2,-1.6,94.7,0.236,0.232,0.51,0.476,12.7,27.9,0.174,0.492,14.4,71.3,0.201,BMO Harris Bradley Center,616469,15036,0,1,1,0,0,0,0,41,616469,15035,41,16919,1310114,15977,26.92,2.15,1.55,26.52,1.84
2013,Minnesota Timberwolves,Timberwolves,80427933,58044000,1,26.4,31,51,34,48,-2.37,0.54,-1.83,102.9,105.4,-2.5,92.8,0.305,0.22,0.516,0.473,13.8,27.4,0.226,0.511,15,74,0.187,Target Center,669956,16340,0,0,0,0,0,0,0,41,669956,16340,41,17034,1368334,16687,16.07,-6.58,4.44,22.68,-1.26
2013,New Orleans Pelicans,Pelicans,63708138,58044000,1,24,27,55,30,52,-3.87,0.75,-3.12,105.7,110.1,-4.4,88.5,0.248,0.224,0.528,0.489,14,29.2,0.193,0.52,13.1,74.4,0.208,New Orleans Arena,565930,13803,0,0,0,0,0,0,0,41,565930,13803,41,17254,1273296,15528,13.5,-8.64,3.21,21.24,-2.42
2013,New York Knicks,NY Knicks,54472190,58044000,0,30.2,54,28,53,29,4.23,-0.5,3.73,111.1,106.3,4.8,89.8,0.258,0.354,0.55,0.515,11.7,25.6,0.196,0.508,14.8,74.7,0.216,Madison Square Garden (IV),780353,19033,0,2,2,0,0,1,1,41,780353,19033,41,18271,1529464,18652,19.65,-3.69,-0.74,21.42,-2.27
2013,Oklahoma City Thunder,Thunder,65657569,58044000,1,26,60,22,64,18,9.21,-0.06,9.15,112.4,102.6,9.8,93.3,0.338,0.244,0.58,0.527,14.4,26.7,0.28,0.469,13.5,73.4,0.197,Chesapeake Energy Arena,746323,18203,0,1,0,0,0,2,2,41,746323,18203,41,18335,1498058,18269,24.24,0,1.69,25.28,0.84
2013,Orlando Magic,Magic,64329748,58044000,1,24.6,20,62,22,60,-6.99,-0.14,-7.12,101.6,109.1,-7.5,92.2,0.197,0.223,0.514,0.485,13.7,25.4,0.149,0.508,11.8,74.6,0.195,Amway Center,722716,17627,0,0,0,0,0,0,0,41,721414,17595,41,16821,1411056,17208,15.69,-6.89,-1.98,18.59,-4.55
2013,Philadelphia 76ers,76ers,69766571,58044000,1,25.2,34,48,31,51,-3.34,-0.17,-3.51,102,105.7,-3.7,91,0.2,0.209,0.509,0.481,12.5,24.9,0.146,0.495,13.7,73.4,0.2,Wells Fargo Center,685412,16717,0,3,2,0,0,0,0,41,685412,16717,41,17323,1395640,17020,18.67,-4.49,3.33,23.42,-0.66
2013,Phoenix Suns,Suns,62410041,58044000,1,26.9,25,57,23,59,-6.46,0.71,-5.75,101.2,108.1,-6.9,93.4,0.234,0.21,0.512,0.477,14.3,27,0.174,0.512,14.2,71.9,0.208,US Airways Center,632913,15437,0,0,0,0,0,0,0,41,632913,15436,41,17152,1336108,16294,22.96,-1.03,-3.67,21.21,-2.44
2013,Portland Trail Blazers,Trail Blazers,75508399,58044000,1,24.4,33,49,32,50,-3.17,0.65,-2.53,105.8,109.2,-3.4,91.4,0.25,0.284,0.536,0.498,13.9,25.3,0.194,0.512,12.5,73.3,0.189,Rose Garden Arena,813012,19830,0,1,1,0,0,0,0,41,813012,19829,41,16727,1498796,18278,20.2,-3.25,-2.55,20.6,-2.93
2013,Sacramento Kings,Kings,59715539,58044000,1,25.6,28,54,28,54,-4.88,0.62,-4.26,106.2,111.4,-5.2,93.6,0.271,0.243,0.532,0.491,13.4,26.6,0.208,0.517,13.6,71,0.227,Sleep Train Arena,563743,13750,0,1,0,0,0,0,0,41,563743,13749,41,17305,1273214,15527,17.75,-5.23,2.37,22.83,-1.14
2013,San Antonio Spurs,Spurs,70036985,58044000,1,28.6,58,24,58,24,6.4,0.27,6.67,108.3,101.6,6.7,94.2,0.258,0.264,0.568,0.531,14,20.5,0.204,0.48,13.7,74.9,0.179,AT&T Center,755700,18432,0,4,4,0,0,3,3,41,755700,18431,41,17290,1464602,17861,24.48,0.19,1.77,25.42,0.95
2013,Toronto Raptors,Raptors,63054115,58044000,1,25.4,34,48,37,45,-1.48,-0.48,-1.96,105.9,107.5,-1.6,90.4,0.274,0.249,0.532,0.488,13,25.5,0.216,0.5,13.6,73.4,0.247,Air Canada Centre,743936,18145,0,0,0,0,0,1,0,41,743936,18144,41,16313,1412778,17229,33.9,7.78,-2.5,27.54,2.65
2013,Utah Jazz,Jazz,66107195,58044000,1,26.3,43,39,41,41,-0.09,0.38,0.3,106.7,106.8,-0.1,90.9,0.281,0.206,0.533,0.492,13.8,28.8,0.214,0.501,14,73.2,0.226,EnergySolutions Arena,763915,18632,0,0,0,0,0,0,0,41,765915,18680,41,16769,1453368,17724,20.21,-3.24,-0.95,21.54,-2.17
2013,Washington Wizards,Wizards,74491280,58044000,1,25.4,29,53,33,49,-2.54,-0.25,-2.78,100.2,103,-2.8,92.2,0.261,0.223,0.512,0.475,14.2,24.6,0.191,0.483,13.7,74.6,0.206,Verizon Center,670070,16343,0,1,0,0,0,0,0,41,670070,16343,41,16193,1333976,16268,21.38,-2.3,-1.03,22.17,-1.67
2014,Atlanta Hawks,Hawks,77423614,58679000,1,27.5,38,44,40,42,-0.48,-0.4,-0.88,105.9,106.4,-0.5,94.6,0.266,0.316,0.554,0.515,14.3,21,0.208,0.51,14,74.4,0.196,Philips Arena,587927,14231,0,1,0,0,0,1,0,41,587927,14339,41,17274,1296174,15807,-5.2,-5.2,0.64,-2.09,-2.09
2014,Boston Celtics,Celtics,102589967,58679000,1,25.4,25,57,28,54,-4.46,-0.51,-4.97,102.9,107.7,-4.8,93.3,0.248,0.251,0.517,0.477,14.2,27.4,0.193,0.505,13.4,74.2,0.227,TD Garden,742400,18107,0,17,17,0,0,0,0,41,742400,18107,41,17484,1459272,17796,-0.34,-2.78,-1.6,-0.96,-2.17
2014,Brooklyn Nets,Nets,55569468,58679000,0,30,44,38,38,44,-1,-0.58,-1.58,106.7,107.7,-1,91.4,0.313,0.301,0.555,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,Barclays Center,707331,17252,0,0,0,0,0,1,0,41,707331,17251,41,17528,1425980,17390,0.37,0.37,1.68,1.03,1.03
2014,Charlotte Hornets,Hornets,57823063,58679000,0,25.5,43,39,40,42,-0.22,-0.67,-0.89,103.6,103.8,-0.2,92.4,0.297,0.219,0.522,0.481,11.7,21.9,0.219,0.491,12.6,77.6,0.183,Time Warner Cable Arena,636268,15519,0,0,0,0,0,0,0,41,636268,15518,41,17026,1334304,16272,1.27,1.27,3.18,2.26,2.26
2014,Chicago Bulls,Bulls,73049774,58679000,1,28.6,48,34,47,35,1.85,-0.66,1.2,102.5,100.5,2,90.2,0.29,0.222,0.518,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189,United Center,890370,21716,0,6,6,0,0,1,0,41,890370,21716,41,17551,1609988,19634,-0.73,-0.73,-3.27,-1.88,-1.88
2014,Cleveland Cavaliers,Cavaliers,58679000,58679000,0,24.9,33,49,32,50,-3.29,-0.57,-3.86,104.2,107.7,-3.5,93.1,0.268,0.236,0.518,0.479,13,27.2,0.201,0.508,13,75.8,0.199,Quicken Loans Arena,710522,17330,0,0,0,0,0,0,0,41,710522,17329,41,17388,1423356,17358,7.03,7.02,3.62,5.29,5.29
2014,Dallas Mavericks,Mavericks,58998677,58679000,1,30.6,49,33,48,34,2.4,0.5,2.91,111.2,108.7,2.5,93.5,0.253,0.274,0.564,0.526,12.7,24.6,0.201,0.515,14.8,72.7,0.229,American Airlines Center,817982,19951,0,1,1,0,0,0,0,41,817982,19950,41,17268,1525938,18609,-0.43,-0.43,-1.96,-1.14,-1.14
2014,Denver Nuggets,Nuggets,60395651,58679000,1,26,36,46,35,47,-2.15,0.75,-1.4,106,108.2,-2.2,98.1,0.306,0.278,0.536,0.497,14,27.5,0.222,0.5,12.8,74.5,0.233,Pepsi Center,692898,16900,0,0,0,0,0,0,0,41,692898,16899,41,17211,1398510,17055,-5.16,-5.16,-1.09,-3.15,-3.15
2014,Detroit Pistons,Pistons,89072787,58679000,1,24.7,29,53,31,51,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,0.296,0.222,0.514,0.482,12.9,31.4,0.199,0.52,13.8,73.4,0.218,The Palace of Auburn Hills,616005,15025,0,3,3,0,0,0,0,41,615238,15005,41,17280,1323726,16143,1.51,1.51,2.34,1.95,1.95
2014,Golden State Warriors,Warriors,61260350,58679000,1,26.3,51,31,54,28,4.8,0.34,5.15,107.5,102.6,4.9,96.2,0.247,0.291,0.55,0.517,13.8,25.1,0.186,0.477,13.6,76.3,0.224,Oracle Arena,803436,19596,0,3,1,0,0,1,1,41,803436,19596,41,17526,1522002,18561,1.15,1.15,1.87,1.49,1.49
2014,Houston Rockets,Rockets,71653401,58679000,1,25.4,54,28,53,29,4.56,0.5,5.06,111,106.3,4.7,96.3,0.386,0.33,0.571,0.531,14.6,27.4,0.275,0.489,12.5,74.1,0.193,Toyota Center,743082,18124,0,2,2,0,0,1,1,41,743082,18123,41,17427,1457550,17775,8.71,8.7,-3.09,2.59,2.59
2014,Indiana Pacers,Pacers,63115911,58679000,1,27.2,56,26,54,28,4.4,-0.77,3.63,104.1,99.3,4.8,92.5,0.29,0.235,0.535,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,Bankers Life Fieldhouse,717542,17501,0,0,0,0,0,2,2,41,717542,17501,41,17872,1450252,17686,14.61,14.62,4.75,10.84,9.48
2014,LA Clippers,Clippers,65782065,58679000,1,28.1,57,25,59,23,6.98,0.3,7.27,112.1,104.8,7.3,95.9,0.353,0.291,0.567,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222,STAPLES Center,787692,19212,0,0,0,0,0,2,1,41,787692,19212,41,17218,1493630,18215,-0.08,-0.07,-3.3,-1.63,-1.63
2014,Los Angeles Lakers,Lakers,62387432,58679000,1,26.8,27,55,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,0.263,0.291,0.542,0.505,13.7,20.2,0.199,0.513,12.4,71,0.192,STAPLES Center,771974,18829,0,16,11,0,0,0,0,41,771974,18828,41,17845,1503634,18337,-0.89,-0.89,-5.41,-3.14,-3.14
2014,Memphis Grizzlies,Grizzlies,56948031,58679000,0,28.5,50,32,46,36,1.57,0.61,2.18,106.3,104.6,1.7,89.9,0.248,0.171,0.529,0.494,13.1,28.3,0.184,0.497,13.8,75.7,0.199,FedEx Forum,685458,16718,0,0,0,0,0,0,0,41,685458,16718,41,17269,1393426,16993,0.56,0.57,0.44,0.5,0.5
2014,Miami Heat,Heat,59174155,58679000,1,30.6,54,28,54,28,4.76,-0.61,4.15,110.9,105.8,5.1,91.2,0.3,0.292,0.59,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,AmericanAirlines Arena,811036,19781,0,3,3,0,0,3,2,41,811036,19781,41,19190,1597852,19486,-1.01,-1.01,0.52,-0.26,-0.26
2014,Milwaukee Bucks,Bucks,51741312,58679000,0,24.7,15,67,20,62,-8.18,-0.23,-8.41,103,111.8,-8.8,91.8,0.274,0.231,0.519,0.479,14.1,27.1,0.204,0.52,13.2,71.4,0.225,BMO Harris Bradley Center,552067,13465,0,1,1,0,0,0,0,41,552967,13487,41,17013,1250500,15250,-10.3,-10.3,0.56,-4.55,-4.55
2014,Minnesota Timberwolves,Timberwolves,80841617,58679000,1,26.3,40,42,48,34,2.67,0.43,3.1,108.9,106.2,2.7,97.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177,Target Center,597157,14565,0,0,0,0,0,0,0,41,597157,14564,41,17605,1318970,16085,-10.87,-10.87,3.35,-3.61,-3.61
2014,New Orleans Pelicans,Pelicans,71561643,58679000,1,24.3,34,48,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,0.286,0.193,0.537,0.495,12.9,26.9,0.22,0.515,13.6,73.8,0.249,Smoothie King Center,672029,16391,0,0,0,0,0,0,0,41,672029,16390,41,17397,1385308,16894,18.75,18.74,0.83,8.8,8.8
2014,New York Knicks,NY Knicks,66654061,58679000,1,28.3,37,45,39,43,-0.79,-0.61,-1.4,108.3,109.1,-0.8,90.3,0.248,0.302,0.541,0.505,12.5,25.1,0.189,0.514,14,74.3,0.245,Madison Square Garden (IV),812292,19812,0,2,2,0,0,0,0,41,812292,19812,41,17422,1526594,18617,4.09,4.09,-4.65,-0.19,-0.19
2014,Oklahoma City Thunder,Thunder,56911999,58679000,0,26.2,59,23,58,24,6.34,0.32,6.66,110.5,103.9,6.6,95.4,0.303,0.271,0.566,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221,Chesapeake Energy Arena,746323,18203,0,1,0,1,1,2,2,41,746323,18203,41,18170,1491252,18186,0,0,-0.9,-0.45,-0.45
2014,Orlando Magic,Magic,68564040,58679000,1,24.6,23,59,26,56,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,0.253,0.235,0.525,0.487,13.9,22.4,0.193,0.504,13,75.5,0.211,Amway Center,666046,16245,0,0,0,0,0,0,0,41,666046,16245,41,16583,1345948,16414,-7.67,-7.67,-1.41,-4.61,-4.61
2014,Philadelphia 76ers,76ers,75012158,58679000,1,23.4,19,63,16,66,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,0.268,0.258,0.51,0.475,14.8,24.8,0.19,0.524,14.9,72.4,0.244,Wells Fargo Center,568632,13869,0,3,2,0,0,0,0,41,568632,13869,41,17441,1283710,15655,-17.04,-17.04,0.68,-8.02,-8.02
2014,Phoenix Suns,Suns,54400846,58679000,0,26.2,48,34,48,34,2.63,0.39,3.02,109.5,106.7,2.8,95.8,0.293,0.3,0.558,0.519,14,26.4,0.222,0.496,13.9,73.7,0.237,US Airways Center,650739,15872,0,0,0,0,0,0,0,41,650739,15871,41,17250,1357920,16560,2.82,2.82,0.57,1.63,1.63
2014,Portland Trail Blazers,Trail Blazers,70885503,58679000,1,25.8,54,28,52,30,3.99,0.45,4.44,111.5,107.4,4.1,94.9,0.27,0.29,0.548,0.504,12.4,28,0.22,0.488,10.9,74.7,0.194,Moda Center,809612,19747,0,1,1,0,0,1,1,41,809612,19746,41,17312,1519378,18529,-0.42,-0.42,3.5,1.37,1.37
2014,Sacramento Kings,Kings,64698822,58679000,1,24.9,28,54,33,49,-2.9,0.82,-2.08,105.7,108.8,-3.1,94.4,0.331,0.218,0.532,0.484,13.9,27.8,0.251,0.512,12.7,76.6,0.234,Sleep Train Arena,667949,16291,0,1,0,0,0,0,0,41,667949,16291,41,16859,1359150,16575,18.48,18.49,-2.58,6.75,6.75
2014,San Antonio Spurs,Spurs,72503122,58679000,1,28.9,62,20,61,21,7.72,0.28,8,110.5,102.4,8.1,95,0.24,0.257,0.571,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,AT&T Center,755031,18415,1,5,5,0,0,3,3,41,755031,18415,41,17627,1477722,18021,-0.09,-0.09,1.95,0.9,0.9
2014,Toronto Raptors,Raptors,71992885,58679000,1,25.6,48,34,50,32,3.24,-0.69,2.55,108.8,105.3,3.5,91.8,0.306,0.285,0.545,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237,Air Canada Centre,748339,18252,0,0,0,0,0,1,0,41,748339,18252,41,16702,1433114,17477,0.59,0.6,2.38,1.44,1.44
2014,Utah Jazz,Jazz,67182414,58679000,1,24.5,25,57,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,0.271,0.237,0.523,0.484,13.9,25.5,0.202,0.518,12.1,74.5,0.227,EnergySolutions Arena,745203,18176,0,0,0,0,0,0,0,41,745203,18175,41,17295,1454270,17735,-2.7,-2.7,3.14,0.06,0.06
2014,Washington Wizards,Wizards,73336893,58679000,1,26.3,44,38,45,37,1.27,-0.79,0.48,106,104.6,1.4,93.2,0.248,0.246,0.538,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22,Verizon Center,698068,17026,0,1,0,0,0,0,0,41,698068,17026,41,17183,1402528,17104,4.18,4.18,6.11,5.14,5.14
2015,Atlanta Hawks,Hawks,77546500,63065000,1,27.8,60,22,56,26,5.43,-0.68,4.75,108.9,103.1,5.8,93.9,0.259,0.321,0.563,0.527,13.5,21.4,0.201,0.492,14.9,73.4,0.185,Philips Arena,713909,17412,0,1,0,0,0,3,2,41,713909,17412,41,17582,1434754,17497,21.43,21.43,1.78,10.69,10.69
2015,Boston Celtics,Celtics,87817289,63065000,1,25,40,42,41,41,0.16,-0.56,-0.4,104.7,104.5,0.2,95.8,0.233,0.28,0.523,0.489,12.5,24.7,0.176,0.494,13.7,75,0.208,TD Garden,721350,17594,0,17,17,0,0,0,0,41,721350,17593,41,17741,1448694,17667,-2.84,-2.84,1.47,-0.72,-0.72
2015,Brooklyn Nets,Nets,58018672,63065000,0,28.6,38,44,33,49,-2.88,-0.25,-3.13,104.4,107.4,-3,92.7,0.267,0.24,0.529,0.491,13,23.9,0.2,0.506,12.9,73.7,0.185,Barclays Center,698529,17037,0,0,0,0,0,0,0,41,698529,17037,41,18039,1438116,17538,-1.24,-1.24,2.92,0.85,0.85
2015,Charlotte Hornets,Hornets,76849302,63065000,1,26,33,49,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93,0.269,0.226,0.498,0.456,11.2,22.1,0.202,0.487,12,79.3,0.188,Time Warner Cable Arena,704886,17192,0,0,0,0,0,1,0,41,704886,17192,41,17654,1428686,17423,10.78,10.79,3.69,7.07,7.07
2015,Chicago Bulls,Bulls,85259447,63065000,1,28.8,50,32,50,32,3,-0.46,2.54,107.5,104.3,3.2,92.8,0.304,0.269,0.536,0.489,12.9,27,0.238,0.473,11.3,74.4,0.182,United Center,886612,21625,0,6,6,0,0,1,1,41,875091,21343,41,18404,1629668,19874,-1.72,-1.72,4.86,1.22,1.22
2015,Cleveland Cavaliers,Cavaliers,63065000,63065000,0,26.9,53,29,53,29,4.48,-0.4,4.08,111.1,106.3,4.8,92.3,0.287,0.334,0.557,0.52,13.4,26.8,0.216,0.502,12.6,74.7,0.177,Quicken Loans Arena,843042,20562,0,0,0,0,0,2,2,41,843042,20562,41,18915,1618516,19738,18.65,18.66,8.78,13.71,13.71
2015,Dallas Mavericks,Mavericks,58320278,63065000,0,29.9,50,32,49,33,2.9,0.46,3.36,109.5,106.4,3.1,95.2,0.262,0.296,0.55,0.515,11.9,23.6,0.197,0.503,14.7,72.2,0.204,American Airlines Center,827702,20188,0,1,1,0,0,1,0,41,827702,20187,41,17653,1551440,18920,1.19,1.19,2.23,1.67,1.67
2015,Denver Nuggets,Nuggets,66792937,63065000,1,26.4,30,52,31,51,-3.55,0.48,-3.07,104.5,108.2,-3.7,96.1,0.278,0.284,0.518,0.479,12.7,26.6,0.204,0.504,13,74.7,0.239,Pepsi Center,602707,14700,0,0,0,0,0,0,0,41,602707,14700,41,17437,1317576,16068,-13.02,-13.01,1.31,-5.79,-5.79
2015,Detroit Pistons,Pistons,81369219,63065000,1,25.9,32,50,38,44,-1,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.261,0.29,0.515,0.482,12.3,27.7,0.184,0.502,13.2,75,0.192,The Palace of Auburn Hills,625917,15266,0,3,3,0,0,0,0,41,625917,15266,41,17866,1358412,16566,1.74,1.74,3.39,2.62,2.62
2015,Golden State Warriors,Warriors,69936842,63065000,1,26.6,67,15,65,17,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.239,0.311,0.571,0.54,13.1,24.1,0.184,0.47,14.3,74.5,0.217,Oracle Arena,803436,19596,1,4,2,1,2,2,2,41,803436,19596,41,18312,1554228,18954,0,0,4.48,2.12,2.12
2015,Houston Rockets,Rockets,80408520,63065000,1,27.6,56,26,50,32,3.44,0.38,3.82,107,103.4,3.6,96.5,0.312,0.392,0.548,0.512,15,26.8,0.223,0.486,14.6,72.9,0.208,Toyota Center,747412,18230,0,2,2,0,0,2,1,41,747412,18229,41,17969,1484118,18099,0.58,0.58,3.11,1.82,1.82
2015,Indiana Pacers,Pacers,70770209,63065000,1,28.3,38,44,42,40,0.28,-0.51,-0.23,103.5,103.2,0.3,93.2,0.266,0.255,0.523,0.484,13.1,24,0.201,0.478,12,77.9,0.217,Bankers Life Fieldhouse,691434,16864,0,0,0,0,0,0,0,41,691434,16864,41,17892,1424996,17378,-3.64,-3.64,0.11,-1.74,-1.74
2015,LA Clippers,Clippers,56820307,63065000,0,28.8,56,26,58,24,6.59,0.22,6.8,112.4,105.5,6.9,94.7,0.303,0.322,0.565,0.533,11.6,22.8,0.215,0.493,13.2,75.7,0.231,STAPLES Center,785892,19168,0,0,0,0,0,2,1,41,785892,19168,41,18079,1527086,18623,-0.23,-0.23,5,2.24,2.24
2015,Los Angeles Lakers,Lakers,67410675,63065000,1,27,21,61,23,59,-6.84,0.67,-6.17,103.4,110.6,-7.2,94,0.276,0.22,0.513,0.473,12.1,25.4,0.204,0.518,12.1,76.3,0.231,STAPLES Center,768244,18738,0,16,11,0,0,0,0,41,768244,18737,41,17875,1501092,18306,-0.48,-0.48,0.17,-0.17,-0.17
2015,Memphis Grizzlies,Grizzlies,59629210,63065000,0,29.6,55,27,50,32,3.24,0.38,3.62,105.7,102.2,3.5,92,0.276,0.184,0.531,0.489,12.6,24.7,0.214,0.492,14.5,75.3,0.183,FedEx Forum,710502,17329,0,0,0,0,0,1,0,41,710502,17329,41,18017,1449186,17673,3.65,3.65,4.33,4,4
2015,Miami Heat,Heat,73379071,63065000,1,28.5,37,45,33,49,-2.6,-0.32,-2.92,103.9,106.7,-2.8,90.9,0.306,0.262,0.54,0.5,14.5,23.2,0.227,0.505,14.2,73.4,0.213,AmericanAirlines Arena,808223,19713,0,3,3,0,0,1,0,41,808223,19712,41,17703,1534056,18708,-0.35,-0.35,-7.75,-3.99,-3.99
2015,Milwaukee Bucks,Bucks,54355571,63065000,0,24.6,41,41,42,40,0.43,-0.52,-0.09,102.7,102.2,0.5,94.1,0.258,0.223,0.536,0.499,15.5,25.4,0.195,0.487,15.9,73.3,0.221,BMO Harris Bradley Center,593910,14813,0,1,1,0,0,0,0,41,611226,14907,41,17180,1315608,16044,10.54,10.53,0.98,5.21,5.21
2015,Minnesota Timberwolves,Timberwolves,75813041,63065000,1,24.4,16,66,19,63,-8.79,0.79,-8,102.9,112.2,-9.3,94.4,0.309,0.179,0.517,0.468,13.7,26.6,0.24,0.537,13.9,71.6,0.187,Target Center,595652,14416,0,0,0,0,0,0,0,41,595652,14528,41,18000,1333648,16264,-0.25,-0.25,2.24,1.11,1.11
2015,New Orleans Pelicans,Pelicans,81317963,63065000,1,25.3,45,37,43,39,0.79,0.34,1.13,108.2,107.3,0.9,91.4,0.263,0.233,0.537,0.501,12.5,27.1,0.198,0.496,11.7,75.1,0.195,Smoothie King Center,683757,16677,0,0,0,0,0,1,0,41,683757,16677,41,17640,1406956,17158,1.75,1.75,1.4,1.56,1.56
2015,New York Knicks,NY Knicks,82592827,63065000,1,26.9,17,65,17,65,-9.32,-0.18,-9.5,99.9,110,-10.1,91.2,0.234,0.24,0.508,0.47,14,24.5,0.18,0.512,13.3,73.1,0.234,Madison Square Garden (IV),812292,19812,0,2,2,0,0,0,0,41,812292,19812,41,17462,1528234,18637,0,0,0.23,0.11,0.11
2015,Oklahoma City Thunder,Thunder,60847538,63065000,0,25.4,45,37,47,35,2.18,0.28,2.47,107.8,105.5,2.3,95.7,0.284,0.262,0.532,0.492,13.1,28.9,0.214,0.489,12.4,75.6,0.213,Chesapeake Energy Arena,746323,18203,0,1,0,0,0,1,1,41,746323,18203,41,17956,1482478,18079,0,0,-1.18,-0.59,-0.59
2015,Orlando Magic,Magic,69378954,63065000,1,24.3,25,57,25,57,-5.72,-0.15,-5.87,101.6,107.7,-6.1,93.8,0.23,0.235,0.524,0.494,14,23.1,0.168,0.514,13.6,76,0.21,Amway Center,688194,16785,0,0,0,0,0,0,0,41,688194,16785,41,17585,1409170,17185,3.33,3.32,6.04,4.7,4.7
2015,Philadelphia 76ers,76ers,84820225,63065000,1,23.2,18,64,18,64,-8.98,-0.07,-9.04,95.5,104.8,-9.3,95.7,0.288,0.319,0.494,0.459,16,25.5,0.195,0.497,15.2,73,0.225,Wells Fargo Center,571572,13941,0,3,2,0,0,0,0,41,571572,13940,41,17665,1295764,15802,0.52,0.51,1.28,0.94,0.94
2015,Phoenix Suns,Suns,54473275,63065000,0,25.7,39,43,38,44,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.251,0.291,0.537,0.501,13.7,24.5,0.191,0.497,14,73.5,0.221,US Airways Center,693862,16923,0,0,0,0,0,0,0,41,693862,16923,41,17586,1414828,17254,6.63,6.63,1.95,4.19,4.19
2015,Portland Trail Blazers,Trail Blazers,62218516,63065000,0,27,51,31,53,29,4.23,0.18,4.41,108.2,103.7,4.5,94.2,0.225,0.316,0.544,0.508,12.6,24.2,0.18,0.476,11.3,76.2,0.182,Moda Center,798368,19472,0,1,1,0,0,0,0,41,801733,19554,41,17657,1525610,18605,-0.97,-0.97,1.99,0.41,0.41
2015,Sacramento Kings,Kings,73372974,63065000,1,26,29,53,31,51,-3.71,0.64,-3.07,105.3,109.2,-3.9,95.4,0.363,0.204,0.542,0.49,14.8,26.5,0.276,0.507,11.8,75.2,0.2,Sleep Train Arena,680049,16587,0,1,0,0,0,0,0,41,680049,16586,41,17515,1398100,17050,1.81,1.81,3.89,2.87,2.87
2015,San Antonio Spurs,Spurs,73611166,63065000,1,29.8,55,27,58,24,6.2,0.14,6.34,108.5,102,6.5,93.8,0.256,0.269,0.555,0.517,13.1,23.4,0.2,0.484,13.3,77.3,0.19,AT&T Center,762855,18606,0,5,5,0,0,2,2,41,762855,18606,41,17972,1499698,18289,1.04,1.04,1.96,1.49,1.49
2015,Toronto Raptors,Raptors,75158730,63065000,1,26.1,49,33,49,33,3.07,-0.62,2.45,111,107.7,3.3,92.8,0.295,0.302,0.553,0.508,12,25.6,0.232,0.506,13.4,73.3,0.208,Air Canada Centre,809824,19752,0,0,0,0,0,2,1,41,809824,19751,41,17522,1528234,18637,8.22,8.21,4.91,6.64,6.64
2015,Utah Jazz,Jazz,74793526,63065000,1,23.4,38,44,42,40,0.22,0.49,0.71,105.1,104.9,0.2,90.4,0.297,0.274,0.531,0.494,14.6,29.1,0.214,0.491,12.8,76.3,0.199,EnergySolutions Arena,772059,18831,0,0,0,0,0,1,0,41,772059,18830,41,17135,1474524,17982,3.6,3.6,-0.93,1.39,1.39
