YEAR,TEAM,TEAM_short,Payroll,Salary Cap,Ovr_salary_cap,Age_avg,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attend.,Attend./G,Champ,Champ_cum,Champ_cum_local,MVP,MVP_cum,All_star,All_NBA,Gs_H,TOTAL_H,AVG_H,Gs_A,AVG_A,TOTAL_overall,AVG_overall,TOTAL_H_YOY,AVG_H_YOY,AVG_A_YOY,TOTAL_overall_YOY,AVG_overall_YOY2
2006,Philadelphia 76ers,76ers,98454832,49500000,1,26.5,38,44,35,47,-1.95,-0.15,-2.1,106,108.1,-2.1,92.7,0.356,0.158,0.538,0.487,13.3,25.6,0.27,0.5,14.3,71.3,0.24,Wachovia Center,677278,16519,0,3,2,0,0,1,0,41,677278,16518,41,18627,1440986,17573,-7.56,-7.57,3.87,-1.84,-1.84
2006,Phoenix Suns,Suns,63022514,49500000,1,27.5,54,28,55,27,5.55,-0.07,5.48,111.5,105.8,5.7,95.8,0.206,0.293,0.568,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,America West Arena,730179,17809,0,0,0,1,3,1,0,41,730179,17809,41,17694,1455582,17751,0.57,0.57,0.71,0.63,0.63
2006,Portland Trail Blazers,Trail Blazers,56907300,49500000,1,24.6,21,61,16,66,-9.45,0.54,-8.91,101.1,111.9,-10.8,87.6,0.31,0.166,0.511,0.474,14.5,26.6,0.214,0.507,12.6,68.2,0.231,Rose Garden Arena,617019,15049,0,1,1,0,0,0,0,41,617019,15049,41,17144,1319954,16097,-9.31,-9.31,2.92,-3.18,-3.18
2006,Sacramento Kings,Kings,54555947,49500000,1,27.2,44,38,45,37,1.54,0.07,1.61,106.7,105,1.7,91.9,0.334,0.217,0.544,0.492,13.9,25.4,0.262,0.488,13.7,72.2,0.21,ARCO Arena (II),709997,17317,0,1,0,0,0,0,0,41,709997,17317,41,17101,1411138,17209,0,0,-3.4,-1.71,-1.71
2006,San Antonio Spurs,Spurs,57114566,49500000,1,29.8,63,19,61,21,6.82,-0.13,6.69,107.3,99.6,7.7,88.5,0.298,0.215,0.546,0.513,13.6,26,0.209,0.457,13.5,74.2,0.22,SBC Center,770677,18797,0,3,3,0,0,2,2,41,770677,18797,41,18376,1524052,18586,2.62,2.63,5.49,4.02,4.02
2006,Toronto Raptors,Raptors,67525538,49500000,1,25.9,27,55,33,49,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,0.315,0.244,0.548,0.5,12.4,25.4,0.249,0.53,13.5,73.3,0.263,Air Canada Centre,699332,17057,0,0,0,0,0,1,1,41,699332,17056,41,16595,1379732,16826,-0.58,-0.58,-0.49,-0.53,-0.53
2006,Utah Jazz,Jazz,78791779,49500000,1,25.6,41,41,33,49,-2.63,0.14,-2.49,104.1,107,-2.9,87.8,0.397,0.149,0.519,0.467,15,32.4,0.286,0.49,14,73.2,0.303,Delta Center,751621,18332,0,0,0,0,0,1,1,41,751621,18332,41,17048,1450580,17690,-2.26,-2.26,0.74,-0.84,-0.84
2006,Washington Wizards,Wizards,57166530,49500000,1,26.5,42,40,46,36,1.85,-0.29,1.57,109.3,107.3,2,92.3,0.375,0.209,0.538,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256,MCI Center,705062,17197,0,1,0,0,0,1,0,41,705062,17196,41,17291,1414008,17244,0,0,2.54,1.26,1.26
2007,Atlanta Hawks,Hawks,77099949,53135000,1,24.1,30,52,27,55,-4.76,-0.1,-4.86,103,108.3,-5.3,90,0.346,0.163,0.523,0.471,15.1,29.2,0.263,0.503,14.5,70.9,0.268,Philips Arena,639375,15595,0,1,0,0,0,0,0,41,639375,15594,41,17170,1343324,16382,3.47,3.47,0.6,1.95,1.95
2007,Boston Celtics,Celtics,64486110,53135000,1,23.5,24,58,31,51,-3.41,-0.29,-3.7,103.2,106.9,-3.7,92,0.337,0.199,0.53,0.479,15.4,27,0.259,0.502,14.5,73.8,0.28,TD Banknorth Garden,690576,16843,0,16,16,0,0,1,0,41,690576,16843,41,17570,1410892,17206,-0.33,-0.33,-1.95,-1.17,-1.17
2007,Brooklyn Nets,Nets,65841120,53135000,1,28.2,41,41,39,43,-0.77,-0.23,-1,105.7,106.6,-0.9,91.4,0.338,0.263,0.546,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,Continental Airlines Arena,693955,16926,0,0,0,0,0,0,0,41,693955,16925,41,17870,1426636,17398,0.35,0.35,0.9,0.64,0.64
2007,Charlotte Hornets,Hornets,63837566,53135000,1,25.5,33,49,30,52,-3.74,-0.22,-3.97,103.6,107.6,-4,92,0.322,0.193,0.524,0.48,13.9,26.4,0.236,0.5,14.7,71.6,0.279,Charlotte Bobcats Arena,637520,15549,0,0,0,0,0,0,0,41,637520,15549,41,17477,1354066,16513,-4.99,-4.99,2.1,-1.36,-1.36
2007,Chicago Bulls,Bulls,59181038,53135000,1,26,49,33,55,27,5.01,-0.49,4.52,104.9,99.6,5.3,93.6,0.313,0.186,0.534,0.493,14.7,28.6,0.229,0.473,16.2,74.3,0.252,United Center,912364,22253,0,6,6,0,0,2,1,41,912364,22252,41,18153,1656564,20202,5.02,5.02,4.35,4.72,4.72
2007,Cleveland Cavaliers,Cavaliers,53135000,53135000,0,26.9,50,32,52,30,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.211,0.522,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,Quicken Loans Arena,837883,20436,0,0,0,0,0,2,2,41,837883,20436,41,18940,1614416,19688,5.74,5.74,0.74,3.28,3.28
2007,Dallas Mavericks,Mavericks,48581972,53135000,0,28.1,67,15,61,21,7.22,0.06,7.28,111.3,103.2,8.1,89.5,0.317,0.218,0.559,0.509,13.4,28.7,0.256,0.477,14.2,75,0.265,American Airlines Center,834411,20351,0,0,0,1,1,2,2,41,834411,20351,41,17821,1565052,19086,1.18,1.18,1.31,1.24,1.24
2007,Denver Nuggets,Nuggets,41964046,53135000,0,26.5,45,37,45,37,1.62,0.07,1.69,107.6,105.9,1.7,97.4,0.36,0.212,0.548,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203,Pepsi Center,706437,17230,0,0,0,0,0,1,1,41,706437,17230,41,18163,1451072,17696,0.54,0.54,2.98,1.78,1.78
2007,Detroit Pistons,Pistons,117350866,53135000,1,29,53,29,53,29,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,0.488,12,28.3,0.237,0.477,14.3,70.9,0.234,The Palace of Auburn Hills,905116,22076,0,3,3,0,0,3,2,41,905116,22076,41,18001,1643116,20038,0,0,-3.41,-1.56,-1.56
2007,Golden State Warriors,Warriors,75026386,53135000,1,24.6,42,40,40,42,-0.34,0.34,0,107,107.4,-0.4,99.2,0.3,0.279,0.548,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264,Oracle Arena,742267,18104,0,3,1,0,0,1,1,41,742267,18104,41,17012,1439756,17558,-0.92,-0.92,1.41,0.19,0.19
2007,Houston Rockets,Rockets,56986831,53135000,1,28.2,52,30,55,27,4.85,0.19,5.04,106,100.7,5.3,90.7,0.292,0.29,0.54,0.499,13.6,25.7,0.22,0.466,13.6,77,0.23,Toyota Center,678362,16545,0,2,2,0,0,1,1,41,678362,16545,41,18187,1424012,17366,6.64,6.65,3.61,5.03,5.03
2007,Indiana Pacers,Pacers,65654320,53135000,1,27.2,35,47,34,48,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,0.324,0.212,0.523,0.474,15.1,28.4,0.246,0.491,14.8,72.7,0.271,Conseco Fieldhouse,629750,15360,0,0,0,0,0,0,0,41,629750,15359,41,17802,1359642,16581,-5.07,-5.07,1.01,-1.9,-1.9
2007,LA Clippers,Clippers,65517776,53135000,1,27.5,40,42,40,42,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,0.355,0.143,0.537,0.481,14.5,27.2,0.28,0.488,13.3,74.7,0.249,STAPLES Center,755261,18421,0,0,0,0,0,1,0,41,755261,18421,41,17406,1468866,17913,6.02,6.02,2.73,4.39,4.39
2007,Los Angeles Lakers,Lakers,59010951,53135000,1,25.3,42,40,41,41,-0.07,0.32,0.24,108.6,108.6,0,93.5,0.333,0.259,0.554,0.511,14.3,26.1,0.249,0.5,13.5,72.3,0.262,STAPLES Center,778415,18986,0,14,9,0,0,2,2,41,778415,18985,41,18917,1553982,18951,0.55,0.55,0.56,0.55,0.55
2007,Memphis Grizzlies,Grizzlies,61447108,53135000,1,26.2,22,60,27,55,-5.15,0.71,-4.44,106.9,112.3,-5.4,93.6,0.374,0.211,0.555,0.504,15.2,25.9,0.285,0.529,14,71.1,0.237,FedEx Forum,600836,14655,0,0,0,0,0,0,0,41,600836,14654,41,17336,1311590,15995,-7.21,-7.21,0.73,-3.07,-3.07
2007,Miami Heat,Heat,64296611,53135000,1,29.3,44,38,38,44,-0.91,-0.29,-1.21,104.3,105.3,-1,89.9,0.321,0.245,0.541,0.506,14.3,24.9,0.222,0.485,13.8,73.3,0.232,AmericanAirlines Arena,808541,19721,0,1,1,0,0,1,1,41,808541,19720,41,18945,1585224,19332,-1.17,-1.17,-0.24,-0.72,-0.72
2007,Milwaukee Bucks,Bucks,69140163,53135000,1,26,28,54,29,53,-4.38,-0.06,-4.43,107,111.7,-4.7,92.3,0.286,0.219,0.541,0.504,14.1,27.6,0.209,0.522,14.5,68.1,0.234,Bradley Center,663629,16186,0,1,1,0,0,0,0,41,663629,16186,41,17350,1374976,16768,-2.6,-2.59,1.35,-0.59,-0.59
2007,Minnesota Timberwolves,Timberwolves,64416312,53135000,1,27.7,32,50,30,52,-3.67,0.51,-3.16,103.9,107.9,-4,91,0.291,0.167,0.537,0.49,14.8,25.1,0.231,0.498,13.3,72.1,0.226,Target Center,655947,15999,0,0,0,0,0,0,0,41,655947,15998,41,17894,1389572,16946,-0.94,-0.94,2.72,0.96,0.96
2007,New Orleans Pelicans,Pelicans,51015491,53135000,0,26.4,39,43,36,46,-1.57,0.38,-1.19,104.8,106.5,-1.7,90.2,0.291,0.188,0.52,0.479,13.6,29.1,0.215,0.499,13.2,74.7,0.212,Ford Center,731165,17954,0,0,0,0,0,1,1,41,731165,17833,41,16981,1427374,17407,-1.85,-1.84,1.93,-0.04,-0.04
2007,New York Knicks,NY Knicks,62992729,53135000,1,25.4,33,49,33,49,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,0.377,0.216,0.539,0.494,15.9,31,0.27,0.504,13,74,0.246,Madison Square Garden (IV),770617,18796,0,2,2,0,0,0,0,41,771017,18805,41,17984,1508308,18394,-0.66,-0.67,2.34,0.78,0.78
2007,Oklahoma City Thunder,Thunder,62364364,53135000,1,25.9,31,51,33,49,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,0.288,0.219,0.544,0.499,14.5,27.8,0.228,0.515,14.1,70.9,0.243,KeyArena at Seattle Center,654163,15955,0,1,0,0,0,0,0,41,654163,15955,41,17445,1369400,16700,-1.5,-1.5,1.45,0.02,0.02
2007,Orlando Magic,Magic,66820673,53135000,1,25.6,40,42,43,39,0.78,-0.43,0.35,104.9,104.1,0.8,89.9,0.393,0.158,0.544,0.5,16.3,29.3,0.276,0.48,14.6,73.7,0.286,Amway Arena,700887,17095,0,0,0,0,0,0,0,41,700887,17094,41,17470,1417124,17282,9.86,9.85,2.26,5.88,5.88
2007,Philadelphia 76ers,76ers,88531846,53135000,1,26.2,35,47,32,50,-3.02,-0.23,-3.26,103.6,106.9,-3.3,90.7,0.333,0.128,0.53,0.48,14.6,27.2,0.255,0.501,14.7,70.8,0.221,Wachovia Center,608603,14844,0,3,2,0,0,1,0,41,608603,14843,41,17849,1340372,16346,-10.14,-10.14,-4.18,-6.98,-6.98
2007,Phoenix Suns,Suns,63498518,53135000,1,27.6,61,21,59,23,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.492,13.6,71.9,0.206,US Airways Center,755302,18422,0,0,0,0,0,1,1,41,755302,18422,41,18541,1515442,18481,3.44,3.44,4.79,4.11,4.11
2007,Portland Trail Blazers,Trail Blazers,62981479,53135000,1,24.4,32,50,29,53,-4.29,0.51,-3.78,105.1,109.9,-4.8,88.3,0.314,0.193,0.53,0.483,14.5,28.2,0.241,0.508,13.5,73,0.267,Rose Garden Arena,670778,16360,0,1,1,0,0,0,0,41,670778,16360,41,17558,1390638,16959,8.71,8.71,2.41,5.36,5.36
2007,Sacramento Kings,Kings,62733705,53135000,1,27.3,33,49,36,46,-1.8,0.46,-1.35,106.2,108,-1.8,94.8,0.379,0.232,0.545,0.491,13.5,23.1,0.289,0.513,14.9,72.5,0.24,ARCO Arena (II),709997,17317,0,1,0,0,0,0,0,41,709997,17317,41,17282,1418518,17299,0,0,1.06,0.52,0.52
2007,San Antonio Spurs,Spurs,65012368,53135000,1,30.4,58,24,64,18,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,0.521,13.6,24.2,0.235,0.471,14,75.7,0.201,AT&T Center,764823,18654,1,4,4,0,0,2,2,41,764823,18654,41,17464,1480838,18059,-0.76,-0.76,-4.96,-2.84,-2.84
2007,Toronto Raptors,Raptors,61960489,53135000,1,26,47,35,44,38,0.99,-0.38,0.61,107,106,1,92.6,0.303,0.224,0.55,0.504,13,22.2,0.239,0.503,14.3,74.5,0.219,Air Canada Centre,748603,18259,0,0,0,0,0,1,1,41,748603,18258,41,17347,1459764,17802,7.05,7.05,4.53,5.8,5.8
2007,Utah Jazz,Jazz,63118965,53135000,1,25.9,51,31,49,33,2.87,0.2,3.06,110.1,107,3.1,91.6,0.38,0.163,0.551,0.502,14.5,31.7,0.283,0.496,14.4,75.1,0.314,EnergySolutions Arena,802214,19566,0,0,0,0,0,1,1,41,802214,19566,41,17501,1519706,18533,6.73,6.73,2.66,4.77,4.77
2007,Washington Wizards,Wizards,54754904,53135000,1,26.8,41,41,40,42,-0.51,-0.28,-0.8,110.1,110.6,-0.5,94.1,0.356,0.237,0.542,0.491,12.6,28.1,0.272,0.517,14.4,71,0.249,Verizon Center,753283,18373,0,1,0,0,0,0,0,41,753283,18372,41,17270,1461322,17821,6.84,6.84,-0.12,3.35,3.35
2008,Atlanta Hawks,Hawks,72626796,55630000,1,24.2,37,45,36,46,-1.82,-0.41,-2.23,106.9,108.9,-2,91.1,0.34,0.165,0.535,0.483,14,29.7,0.263,0.501,12.9,71.7,0.217,Philips Arena,667518,16281,0,1,0,0,0,1,0,41,667518,16280,41,16853,1358494,16567,4.4,4.4,-1.85,1.13,1.13
2008,Boston Celtics,Celtics,61836211,55630000,1,27.9,66,16,67,15,10.26,-0.95,9.3,110.2,98.9,11.3,90.9,0.346,0.249,0.569,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,TD Banknorth Garden,763584,18624,1,17,17,0,0,4,4,41,763584,18624,41,19042,1544306,18833,10.57,10.57,8.38,9.46,9.46
2008,Brooklyn Nets,Nets,71323049,55630000,1,27.4,34,48,27,55,-5.06,-0.09,-5.15,104,109.4,-5.4,91.5,0.347,0.222,0.528,0.481,14.2,26.6,0.255,0.497,12.7,73.8,0.271,Izod Center,641921,15657,0,0,0,0,0,0,0,41,641921,15656,41,17610,1363906,16633,-7.5,-7.5,-1.45,-4.4,-4.4
2008,Charlotte Hornets,Hornets,69894114,55630000,1,26.3,32,50,29,53,-4.38,-0.11,-4.49,104.6,109.4,-4.8,91.8,0.323,0.22,0.532,0.492,13.9,25.6,0.23,0.505,13.4,71,0.235,Charlotte Bobcats Arena,603403,14717,0,0,0,0,0,0,0,41,603403,14717,41,17294,1312410,16005,-5.35,-5.35,-1.05,-3.08,-3.08
2008,Chicago Bulls,Bulls,64847945,55630000,1,25.7,33,49,32,50,-3.09,-0.11,-3.19,103.9,107.2,-3.3,93,0.296,0.19,0.515,0.47,13.4,28.9,0.223,0.496,14.2,73.1,0.258,United Center,901502,21988,0,6,6,0,0,1,0,41,901502,21987,41,17353,1612940,19670,-1.19,-1.19,-4.41,-2.63,-2.63
2008,Cleveland Cavaliers,Cavaliers,55630000,55630000,0,27.1,45,37,40,42,-0.35,-0.17,-0.53,106,106.4,-0.4,90.2,0.308,0.231,0.52,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24,Quicken Loans Arena,839074,20465,0,0,0,0,0,1,1,41,839074,20465,41,17992,1576696,19228,0.14,0.14,-5.01,-2.34,-2.34
2008,Dallas Mavericks,Mavericks,55501133,55630000,0,28.9,51,31,54,28,4.54,0.16,4.7,111.1,106.1,5,90.2,0.318,0.215,0.554,0.502,12.3,26.7,0.259,0.474,11.7,75,0.252,American Airlines Center,831738,20286,0,0,0,0,0,2,1,41,831738,20286,41,17716,1558082,19001,-0.32,-0.32,-0.59,-0.45,-0.45
2008,Denver Nuggets,Nuggets,53745468,55630000,0,28.5,50,32,51,31,3.71,0.03,3.74,110,106.3,3.7,99.7,0.358,0.228,0.557,0.51,12.9,25.5,0.269,0.499,14.1,72.1,0.203,Pepsi Center,711962,17365,0,0,0,0,0,0,0,41,711962,17364,41,18115,1454680,17740,0.78,0.78,-0.26,0.25,0.25
2008,Detroit Pistons,Pistons,96190114,55630000,1,28.3,59,23,62,20,7.39,-0.72,6.67,111.4,102.9,8.5,87.3,0.3,0.203,0.539,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,The Palace of Auburn Hills,905116,22076,0,3,3,0,0,2,1,41,905116,22076,41,17714,1631390,19895,0,0,-1.59,-0.71,-0.71
2008,Golden State Warriors,Warriors,73241335,55630000,1,25.5,48,34,47,35,2.21,0.17,2.38,111.8,109.5,2.3,98.8,0.276,0.295,0.548,0.511,11.5,27.2,0.208,0.509,14.7,70.3,0.258,Oracle Arena,804864,19631,0,3,1,0,0,1,0,41,804864,19630,41,17255,1512326,18443,8.43,8.43,1.43,5.04,5.04
2008,Houston Rockets,Rockets,60861388,55630000,1,28.3,55,27,55,27,4.68,0.15,4.83,106.8,101.6,5.2,90.4,0.276,0.255,0.528,0.492,13,29.1,0.2,0.465,12.8,74.8,0.214,Toyota Center,718524,17525,0,2,2,0,0,1,1,41,718524,17524,41,17527,1437132,17526,5.92,5.92,-3.63,0.92,0.92
2008,Indiana Pacers,Pacers,70048523,55630000,1,26.7,36,46,37,45,-1.4,-0.46,-1.87,106,107.5,-1.5,97.7,0.292,0.289,0.54,0.498,13.5,24.4,0.224,0.498,14.1,73.9,0.271,Conseco Fieldhouse,501092,12222,0,0,0,0,0,0,0,41,501092,12221,41,17217,1206958,14719,-20.43,-20.43,-3.29,-11.23,-11.23
2008,LA Clippers,Clippers,82958227,55630000,1,28.5,23,59,21,61,-7.27,0.71,-6.56,101.2,109.1,-7.9,92.1,0.338,0.167,0.519,0.465,13.7,23.1,0.264,0.503,12.8,73.1,0.236,STAPLES Center,692408,16888,0,0,0,0,0,0,0,41,692408,16888,41,16628,1374156,16758,-8.32,-8.32,-4.47,-6.45,-6.45
2008,Los Angeles Lakers,Lakers,65898875,55630000,1,26.7,57,25,59,23,7.26,0.09,7.34,113,105.5,7.5,95.6,0.333,0.257,0.57,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,STAPLES Center,778877,18997,0,14,9,1,8,3,3,41,778877,18997,41,18671,1544388,18834,0.06,0.06,-1.3,-0.62,-0.62
2008,Memphis Grizzlies,Grizzlies,58165973,55630000,1,24.5,22,60,25,57,-6.21,0.45,-5.76,105,111.4,-6.4,95.3,0.311,0.264,0.539,0.5,14,23.8,0.225,0.521,12.2,73.4,0.196,FedEx Forum,523578,12770,0,0,0,0,0,0,0,41,523578,12770,41,16985,1219914,14877,-12.86,-12.86,-2.02,-6.99,-6.99
2008,Miami Heat,Heat,63403225,55630000,1,27.4,15,67,18,64,-8.65,0.11,-8.53,100.5,110,-9.5,90.2,0.3,0.217,0.522,0.482,14.4,22.1,0.218,0.51,13.6,71.9,0.245,AmericanAirlines Arena,798004,19464,0,1,1,0,0,1,0,41,798004,19463,41,17503,1515606,18483,-1.3,-1.3,-7.61,-4.39,-4.39
2008,Milwaukee Bucks,Bucks,74038229,55630000,1,25.8,26,56,23,59,-6.89,-0.03,-6.92,105.3,112.8,-7.5,91.3,0.294,0.195,0.522,0.482,13.7,30,0.215,0.524,13,73,0.25,Bradley Center,639421,15596,0,1,1,0,0,0,0,41,639421,15595,41,16738,1325694,16167,-3.65,-3.65,-3.53,-3.58,-3.58
2008,Minnesota Timberwolves,Timberwolves,74767603,55630000,1,24.6,22,60,23,59,-6.78,0.52,-6.26,103.8,111.2,-7.4,91.9,0.248,0.185,0.518,0.484,13.6,27.5,0.183,0.513,12.9,73.6,0.269,Target Center,593537,14477,0,0,0,0,0,0,0,41,593537,14476,41,16801,1282398,15639,-9.51,-9.51,-6.11,-7.71,-7.71
2008,New Orleans Pelicans,Pelicans,66042375,55630000,1,27.1,56,26,56,26,5.28,0.18,5.46,111.5,105.7,5.8,89.9,0.251,0.239,0.548,0.512,11.4,27,0.193,0.501,13.5,75.4,0.184,New Orleans Arena,581432,14181,0,0,0,0,0,1,1,41,581432,14181,41,16905,1274526,15543,-20.48,-20.48,-0.45,-10.71,-10.71
2008,New York Knicks,NY Knicks,82217583,55630000,1,25.7,23,59,23,59,-6.61,0.06,-6.55,104.7,111.9,-7.2,91.6,0.31,0.215,0.518,0.475,13.4,28.6,0.226,0.518,12.1,72.7,0.229,Madison Square Garden (IV),783739,19116,0,2,2,0,0,0,0,41,783739,19115,41,17429,1498304,18272,1.65,1.65,-3.09,-0.66,-0.66
2008,Oklahoma City Thunder,Thunder,64959089,55630000,1,25.4,20,62,19,63,-8.76,0.72,-8.04,100.5,109.5,-9,96.3,0.265,0.134,0.509,0.467,14.3,26.8,0.204,0.503,11.9,73.7,0.215,KeyArena at Seattle Center,547556,13355,0,1,0,0,0,0,0,41,547556,13355,41,17158,1251074,15257,-16.3,-16.3,-1.65,-8.64,-8.64
2008,Orlando Magic,Magic,69043895,55630000,1,26.7,52,30,56,26,5.46,-0.68,4.79,111.3,105.5,5.8,93.4,0.355,0.322,0.575,0.537,13.6,23.4,0.256,0.484,12.3,74.8,0.217,Amway Arena,709346,17301,0,0,0,0,0,1,0,41,709346,17301,41,17540,1428440,17420,1.21,1.21,0.4,0.8,0.8
2008,Philadelphia 76ers,76ers,101694879,55630000,1,25.3,40,42,42,40,0.41,-0.23,0.19,106.4,106,0.4,90.4,0.321,0.143,0.522,0.482,13.4,31.8,0.227,0.504,15.1,72,0.205,Wachovia Center,609675,14870,0,3,2,0,0,1,0,41,609675,14870,41,17231,1316100,16050,0.18,0.18,-3.46,-1.81,-1.81
2008,Phoenix Suns,Suns,62571522,55630000,1,29.3,55,27,54,28,5.05,0.09,5.14,113.3,108.1,5.2,96.7,0.292,0.26,0.59,0.551,13.4,22.4,0.228,0.488,11.8,70.9,0.191,US Airways Center,755302,18422,0,0,0,0,0,1,0,41,755302,18422,41,18046,1495188,18234,0,0,-2.67,-1.34,-1.34
2008,Portland Trail Blazers,Trail Blazers,74509455,55630000,1,24.1,41,41,38,44,-0.98,0.45,-0.52,107.3,108.4,-1.1,87.9,0.281,0.218,0.532,0.489,12.6,26.8,0.216,0.491,12.1,71.8,0.212,Rose Garden Arena,801566,19550,0,1,1,0,0,0,0,41,801566,19550,41,16700,1486250,18125,19.5,19.5,-4.89,6.88,6.88
2008,Sacramento Kings,Kings,65278996,55630000,1,27.3,38,44,35,47,-2.26,0.4,-1.86,107.5,109.9,-2.4,94.7,0.346,0.208,0.556,0.503,14.8,25.2,0.276,0.51,13.9,71.7,0.256,ARCO Arena (II),580181,14151,0,1,0,0,0,0,0,41,580181,14150,41,17209,1285760,15680,-18.28,-18.29,-0.42,-9.36,-9.36
2008,San Antonio Spurs,Spurs,62148303,55630000,1,31.4,56,26,55,27,4.79,0.31,5.1,107.2,101.8,5.4,88.8,0.276,0.251,0.543,0.504,12.6,23.4,0.21,0.477,12.8,77.1,0.201,AT&T Center,761149,18565,0,4,4,0,0,3,2,41,761149,18564,41,17954,1497238,18259,-0.48,-0.48,2.81,1.11,1.11
2008,Toronto Raptors,Raptors,54118526,55630000,0,26.3,41,41,49,33,2.9,-0.44,2.47,110.2,107,3.2,90.2,0.247,0.217,0.551,0.511,11.4,23.4,0.2,0.505,13.5,75,0.205,Air Canada Centre,796835,19435,0,0,0,0,0,0,0,41,796835,19435,41,16653,1479608,18044,6.44,6.45,-4,1.36,1.36
2008,Utah Jazz,Jazz,66260246,55630000,1,25.3,54,28,59,23,6.88,-0.01,6.86,113.8,106.5,7.3,93.2,0.349,0.166,0.573,0.528,13.6,29.5,0.265,0.501,15,74.1,0.294,EnergySolutions Arena,816211,19908,0,0,0,0,0,1,1,41,816211,19907,41,17215,1522002,18561,1.74,1.74,-1.63,0.15,0.15
2008,Washington Wizards,Wizards,63084166,55630000,1,27.2,43,39,40,42,-0.33,-0.28,-0.61,109.2,109.6,-0.4,89.5,0.297,0.241,0.535,0.489,12.5,28.9,0.233,0.513,13.5,72.8,0.217,Verizon Center,736461,17962,0,1,0,0,0,1,0,41,736461,17962,41,16774,1424176,17368,-2.23,-2.23,-2.87,-2.54,-2.54
2009,Atlanta Hawks,Hawks,78245793,58680000,1,25.8,47,35,46,36,1.57,0.13,1.7,109.3,107.6,1.7,89.6,0.323,0.253,0.546,0.504,12.5,26,0.238,0.494,13.2,71.6,0.21,Philips Arena,686688,16748,0,1,0,0,0,1,1,41,686688,16748,41,17303,1396050,17025,2.87,2.87,2.67,2.76,2.76
2009,Boston Celtics,Celtics,62666523,58680000,1,27.8,62,20,61,21,7.51,-0.07,7.44,110.5,102.3,8.2,90.4,0.328,0.214,0.571,0.528,15,27.9,0.251,0.47,14,75.6,0.253,TD Banknorth Garden,763584,18624,0,17,17,0,0,4,3,41,763584,18624,41,18975,1541518,18799,0,0,-0.35,-0.18,-0.18
2009,Brooklyn Nets,Nets,76130408,58680000,1,25.7,34,48,34,48,-2.44,0.13,-2.31,108.3,111,-2.7,89.9,0.303,0.265,0.543,0.494,15.1,27.7,0.231,0.498,14.4,73,0.229,Time Warner Cable Arena,597548,14574,0,0,0,0,0,0,0,41,621062,15147,41,17586,1342094,16367,-3.25,-3.25,-0.14,-1.6,-1.6
2009,Charlotte Hornets,Hornets,73302272,58680000,1,25.8,35,47,37,45,-1.27,0.07,-1.2,104.7,106.1,-1.4,88.3,0.312,0.213,0.536,0.493,13.3,28,0.239,0.493,13.1,70.9,0.238,United Center,868667,21187,0,0,0,0,0,0,0,40,581049,14526,41,17310,1290735,15935,-3.7,-1.3,0.09,-1.65,-0.44
2009,Chicago Bulls,Bulls,62764206,58680000,1,24.9,41,41,40,42,-0.28,0.12,-0.16,108.4,108.7,-0.3,93.1,0.3,0.189,0.541,0.519,12.5,27.7,0.236,0.468,13.5,74.6,0.226,Quicken Loans Arena,841000,20512,0,6,6,0,0,1,1,40,847903,21197,41,17558,1567755,19355,-5.95,-3.59,1.18,-2.8,-1.6
2009,Cleveland Cavaliers,Cavaliers,58680000,58680000,0,26.6,66,16,65,17,8.93,-0.25,8.68,112.4,102.4,10,88.7,0.312,0.259,0.56,0.504,12.1,26.6,0.224,0.493,12.3,74.6,0.225,American Airlines Center,821723,20042,0,0,0,1,1,2,2,41,820439,20010,41,18899,1595310,19455,-2.22,-2.22,5.04,1.18,1.18
